Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date.3,Date.4,Date.5,Date.6,Date
0,30.420000076293945,30.420000076293945,30.309999465942383,30.309999465942383,30.309999465942383,70024,2023-05-24 09:30:00-04:00,,,,,,
1,31.6200008392334,31.6200008392334,31.600000381469727,31.600000381469727,31.600000381469727,37050,,,,,,,2023-05-30 09:32:00-04:00
2,31.600000381469727,31.709999084472656,31.600000381469727,31.68000030517578,31.68000030517578,98302,,,,,,,2023-05-30 09:33:00-04:00
3,31.670000076293945,31.68000030517578,31.610000610351562,31.6200008392334,31.6200008392334,44909,,,,,,,2023-05-30 09:34:00-04:00
4,31.6299991607666,31.670000076293945,31.600000381469727,31.600000381469727,31.600000381469727,51240,,,,,,,2023-05-30 09:35:00-04:00
5,31.600000381469727,31.635000228881836,31.530000686645508,31.545000076293945,31.545000076293945,156622,,,,,,,2023-05-30 09:36:00-04:00
6,31.540000915527344,31.575000762939453,31.520000457763672,31.549999237060547,31.549999237060547,33833,,,,,,,2023-05-30 09:37:00-04:00
7,31.549999237060547,31.598899841308594,31.520200729370117,31.57699966430664,31.57699966430664,29102,,,,,,,2023-05-30 09:38:00-04:00
8,31.549999237060547,31.625,31.549999237060547,31.56999969482422,31.56999969482422,20773,,,,,,,2023-05-30 09:39:00-04:00
9,31.56999969482422,31.610000610351562,31.540000915527344,31.584999084472656,31.584999084472656,37101,,,,,,,2023-05-30 09:40:00-04:00
10,31.579999923706055,31.614999771118164,31.559999465942383,31.579999923706055,31.579999923706055,20721,,,,,,,2023-05-30 09:41:00-04:00
11,31.579999923706055,31.59000015258789,31.545000076293945,31.545000076293945,31.545000076293945,33870,,,,,,,2023-05-30 09:42:00-04:00
12,31.549999237060547,31.549999237060547,31.5,31.514999389648438,31.514999389648438,23115,,,,,,,2023-05-30 09:43:00-04:00
13,31.514999389648438,31.530000686645508,31.454999923706055,31.469999313354492,31.469999313354492,34873,,,,,,,2023-05-30 09:44:00-04:00
14,31.485000610351562,31.545000076293945,31.469999313354492,31.524999618530273,31.524999618530273,24494,,,,,,,2023-05-30 09:45:00-04:00
15,31.530000686645508,31.549999237060547,31.5,31.5,31.5,19166,,,,,,,2023-05-30 09:46:00-04:00
