Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date.3,Date.4,Date.5,Date.6,Date
0,14.289999961853027,14.289999961853027,14.239999771118164,14.270000457763672,14.270000457763672,252088,2023-05-24 09:30:00-04:00,,,,,,
1,14.739999771118164,14.789899826049805,14.720000267028809,14.78499984741211,14.78499984741211,399903,,,,,,,2023-05-30 09:30:00-04:00
2,14.789999961853027,14.859999656677246,14.779999732971191,14.859999656677246,14.859999656677246,99659,,,,,,,2023-05-30 09:31:00-04:00
3,14.880000114440918,14.954999923706055,14.869999885559082,14.9399995803833,14.9399995803833,135860,,,,,,,2023-05-30 09:32:00-04:00
4,14.949999809265137,14.984999656677246,14.890000343322754,14.929900169372559,14.929900169372559,110974,,,,,,,2023-05-30 09:33:00-04:00
5,14.930000305175781,14.9399995803833,14.875,14.880000114440918,14.880000114440918,32295,,,,,,,2023-05-30 09:34:00-04:00
6,14.890000343322754,14.920000076293945,14.890000343322754,14.914999961853027,14.914999961853027,39245,,,,,,,2023-05-30 09:35:00-04:00
7,14.90999984741211,14.920000076293945,14.864999771118164,14.864999771118164,14.864999771118164,81068,,,,,,,2023-05-30 09:36:00-04:00
8,14.869999885559082,14.890000343322754,14.84000015258789,14.869999885559082,14.869999885559082,80028,,,,,,,2023-05-30 09:37:00-04:00
9,14.859999656677246,14.869999885559082,14.835000038146973,14.84000015258789,14.84000015258789,64160,,,,,,,2023-05-30 09:38:00-04:00
10,14.84000015258789,14.84000015258789,14.760000228881836,14.765000343322754,14.765000343322754,88129,,,,,,,2023-05-30 09:39:00-04:00
11,14.760000228881836,14.760000228881836,14.710000038146973,14.744999885559082,14.744999885559082,98431,,,,,,,2023-05-30 09:40:00-04:00
12,14.75,14.760000228881836,14.699999809265137,14.732099533081055,14.732099533081055,39163,,,,,,,2023-05-30 09:41:00-04:00
13,14.739999771118164,14.77810001373291,14.729999542236328,14.77810001373291,14.77810001373291,82699,,,,,,,2023-05-30 09:42:00-04:00
